issue_id,label,label_short,system_component,issue_type,severity,confidence,affected_engines,affected_years,onset_km_range,symptom,cause,fix,warning_signs,inspection_advice,mention_count,distinct_channel_count,source_videos,source,data_quality,notes,corroboration_count
excessive_oil_consumption,Excessive oil consumption on TCE engines,Oil consumption,engine,chronic_failure,high,medium,"[""0.9_TCE"", ""1.2_TCE""]",,,"Engine consumes excessive oil, which can lead to catastrophic failure, especially with high mileage.",,Engine may need replacement if damage occurs.,"[""Frequent need to top up oil"", ""Low oil level warnings"", ""Smoke from exhaust""]","Check oil level and condition, look for leaks or blue smoke; review service history for oil consumption records.",2,2,"[{""video_id"": ""Xsh3AZ8Jh3M"", ""title"": ""Buying a Used 4th Gen Clio? Problems"", ""channel"": ""Pit-Stop"", ""video_type_category"": ""organic""}, {""video_id"": ""swiL9NgHvv0"", ""title"": ""Used Renault Clio 4 Reliability | Most Common Problems Faults and Issues"", ""channel"": ""AutoProblems"", ""video_type_category"": ""list_format""}]",youtube,medium,"Specific to TCE engine families (H4Bt, H5Ft). 1.6_TCE mentioned in one source but not in reference engine families.",2
starter_motor_water_ingress_freezing,Starter motor failure from water ingress and freezing,Starter failure,electrical,chronic_failure,medium,medium,"[""all""]",,,"Car fails to start in cold weather due to water seeping into and freezing in the starter motor; starters being fried, especially in winter.","Water ingress into the starter motor housing, freezing or water entering.",Replacement required.,"[""Difficulty starting in damp or cold conditions"", ""Unusual starter motor noise"", ""Slow cranking"", ""Clicking noise when starting"", ""No crank""]","Test starter operation, check for signs of water damage or corrosion, especially in colder climates.",2,2,"[{""video_id"": ""Xsh3AZ8Jh3M"", ""title"": ""Buying a Used 4th Gen Clio? Problems"", ""channel"": ""Pit-Stop"", ""video_type_category"": ""organic""}, {""video_id"": ""swiL9NgHvv0"", ""title"": ""Used Renault Clio 4 Reliability | Most Common Problems Faults and Issues"", ""channel"": ""AutoProblems"", ""video_type_category"": ""list_format""}]",youtube,medium,,2
suspension_noise_rattles_squeaks,"Suspension noise, rattles, and squeaks on rough roads",Suspension noise,suspension,noise,medium,high,"[""all""]",,,"Excessive noise, rattles, and squeaks from the suspension, especially on damaged or rough roads; suspension becomes firm and crashy over time on pre-2016 models.",,May require spending money on new suspension components; suspension update in 2016 (Phase 2 cars).,"[""Clunking or squeaking over bumps"", ""Increased noise on poor road surfaces"", ""Harsh ride quality"", ""Increased impact harshness over bumps""]","Test drive on varied road surfaces to listen for suspension noises; check for worn bushings, shocks, or mounts; prefer 2016 or later models for improved suspension.",2,2,"[{""video_id"": ""Xsh3AZ8Jh3M"", ""title"": ""Buying a Used 4th Gen Clio? Problems"", ""channel"": ""Pit-Stop"", ""video_type_category"": ""organic""}, {""video_id"": ""vFVYN8VBBYk"", ""title"": ""Renault Clio RS: Worthy of the hype, or just another French flop?  | ReDriven"", ""channel"": ""ReDriven"", ""video_type_category"": ""organic""}]",youtube,high,"Firm, crashy suspension specific to pre-2016 (Phase 1) models; suspension updated for Phase 2.",2
stop_start_system_battery_drain_malfunction,Stop-start system causes battery drain and malfunction,Stop-start fault,electrical,intermittent_fault,medium,medium,"[""all""]",,,Batteries get used up and die prematurely due to the stop-start system; system does not work or has difficulty restarting after stopping.,Stop-start system does not work as it should.,Manually shut off the stop-start system; multiple causes and solutions.,"[""Frequent need for jump starts"", ""Battery warning light"", ""Stop-start system inactive"", ""System warning light"", ""Engine fails to restart""]",Check battery age and health; test stop-start functionality during a test drive.,2,2,"[{""video_id"": ""Xsh3AZ8Jh3M"", ""title"": ""Buying a Used 4th Gen Clio? Problems"", ""channel"": ""Pit-Stop"", ""video_type_category"": ""organic""}, {""video_id"": ""swiL9NgHvv0"", ""title"": ""Used Renault Clio 4 Reliability | Most Common Problems Faults and Issues"", ""channel"": ""AutoProblems"", ""video_type_category"": ""list_format""}]",youtube,medium,,2
wiper_motor_failure_front_rear,Front and rear wiper motor failures,Wiper motor failure,electrical,chronic_failure,low,medium,"[""all""]",,,Wiper motors fail permanently; front and rear wiper motors fail.,,Need to be replaced.,"[""Slow or intermittent wiper operation"", ""Unusual motor noise"", ""Complete wiper failure"", ""Slow or stuck wipers""]",Test both front and rear wipers at all speed settings during pre-purchase inspection.,2,2,"[{""video_id"": ""Xsh3AZ8Jh3M"", ""title"": ""Buying a Used 4th Gen Clio? Problems"", ""channel"": ""Pit-Stop"", ""video_type_category"": ""organic""}, {""video_id"": ""swiL9NgHvv0"", ""title"": ""Used Renault Clio 4 Reliability | Most Common Problems Faults and Issues"", ""channel"": ""AutoProblems"", ""video_type_category"": ""list_format""}]",youtube,medium,,2
timing_chain_failure,Timing chain stretching or jump causing engine damage,Timing chain failure,engine,chronic_failure,high,medium,"[""0.9_TCE"", ""1.0_TCE""]",,,"Potential engine timing issues, engine lockup due to pistons hitting valves.",Timing chain stretched or jumped.,Engine replacement may be required.,"[""Timing-related noises"", ""Engine warning light""]",Listen for timing chain rattle; check service history for chain replacement.,2,2,"[{""video_id"": ""mUSPxodZd7Y"", ""title"": ""0.9 TCE OR 1.0 TCE? REVIEW, PROBLEMS, RELIABILITY!"", ""channel"": ""AUTO MOTO FREAK"", ""video_type_category"": ""organic""}, {""video_id"": ""JbrHwdpO98U"", ""title"": ""Can I Buy And Flip This Renault Clio For Profit? | Full Repair"", ""channel"": ""Cylinder One"", ""video_type_category"": ""organic""}]",youtube,medium,Merged 'timing_chain_stretching' and 'timing_chain_jump' as related chain failures. 1.0_TCE mentioned in one source.,2
timing_chain_failure,Timing chain stretching or jump causing engine damage,Timing chain failure,engine,chronic_failure,high,medium,"[""0.9_TCE"", ""1.0_TCE""]",,,"Potential engine timing issues, engine lockup due to pistons hitting valves.",Timing chain stretched or jumped.,Engine replacement may be required.,"[""Timing-related noises"", ""Engine warning light""]",Listen for timing chain rattle; check service history for chain replacement.,2,2,"[{""video_id"": ""mUSPxodZd7Y"", ""title"": ""0.9 TCE OR 1.0 TCE? REVIEW, PROBLEMS, RELIABILITY!"", ""channel"": ""AUTO MOTO FREAK"", ""video_type_category"": ""organic""}, {""video_id"": ""JbrHwdpO98U"", ""title"": ""Can I Buy And Flip This Renault Clio For Profit? | Full Repair"", ""channel"": ""Cylinder One"", ""video_type_category"": ""organic""}]",youtube,medium,Merged 'timing_chain_stretching' and 'timing_chain_jump' as related chain failures. 1.0_TCE mentioned in one source.,2
timing_belt_replacement_interval,"Timing belt replacement at 5 years or 60,000 miles",Timing belt interval,engine,wear_item,medium,high,"[""1.2_TCE"", ""1.5_DCI""]",,60k miles,Engine requires timing belt replacement at a specific interval.,Scheduled maintenance interval for belt-driven engines.,"Replace timing belt at 5 years or 60,000 miles.",[],Check service history for timing belt replacement.,1,1,"[{""video_id"": ""xCj4akEF9KE"", ""title"": ""Used Car Review: Renault Clio"", ""channel"": ""CarGurus UK"", ""video_type_category"": ""organic""}]",youtube,medium,,1
diesel_front_noise,Noise from front of diesel engine,Diesel front noise,engine,noise,medium,medium,"[""1.5_DCI""]",,,Noise coming from the front of diesel engines.,,Replacing power blocks solves the problem.,"[""Unusual rattling or knocking from engine front""]",Listen for abnormal noises during cold start and idle.,1,1,"[{""video_id"": ""swiL9NgHvv0"", ""title"": ""Used Renault Clio 4 Reliability | Most Common Problems Faults and Issues"", ""channel"": ""AutoProblems"", ""video_type_category"": ""list_format""}]",youtube,medium,,1
r_link_infotainment_bugs_crashes,R-Link infotainment system bugs and crashes,Infotainment bugs,electrical,intermittent_fault,medium,medium,"[""all""]",,,"Infotainment system is buggy, slow, crashes, and can lock out climate controls.",,,"[""System freezes or reboots"", ""Slow response to inputs"", ""Climate controls unresponsive via screen""]","Test the infotainment system thoroughly during a test drive, including navigation, audio, and climate control integration.",1,1,"[{""video_id"": ""Xsh3AZ8Jh3M"", ""title"": ""Buying a Used 4th Gen Clio? Problems"", ""channel"": ""Pit-Stop"", ""video_type_category"": ""organic""}]",youtube,medium,,1
